flight_number,airline_name,airline_iata,aircraft_type,origin_airport,destination_airport,scheduled_departure,scheduled_arrival,flight_status,data_source,distance_km,passenger_capacity,load_factor,co2_per_passenger_kg,co2_per_passenger_per_km,total_co2_kg,data_extracted_at,is_domestic,efficiency_vs_industry,airline_efficiency_reported,sustainability_report_year,sustainability_data_source,altitude,velocity,flight_category,efficiency_rating
WMT8MZ,Unknown Airline,,A320,JFK,NRT,,,,opensky_network,10853.32,180,0.7939244193012408,1171.82,0.108,167460.57,2025-09-03T23:21:13.411143,False,1.23,,,,10988.04,223.35,Ultra-long-haul,Good
WZZ1AA,Unknown Airline,,A320,JFK,SIN,,,,opensky_network,15348.46,180,0.7545123872115371,1742.41,0.1135,236640.59,2025-09-03T23:21:13.411143,False,1.293,,,,10980.42,236.51,Ultra-long-haul,Good
RATLR88,Unknown Airline,,A320,JFK,LAX,,,,opensky_network,3983.01,180,0.8930145580845574,447.56,0.1124,71941.97,2025-09-03T23:21:13.411143,True,1.28,,,,3505.2,186.06,Long-haul,Good
IGO071,Unknown Airline,,A320,JFK,CDG,,,,opensky_network,5849.15,180,0.8663742971093391,612.05,0.1046,95447.59,2025-09-03T23:21:13.411143,False,1.191,,,,,2.06,Ultra-long-haul,Excellent
SWA999,Southwest Airlines,,A320,ATL,SIN,,,,opensky_network,16032.92,180,0.8076539546675645,1700.22,0.106,247174.09,2025-09-03T23:21:13.411143,False,1.207,0.093,2023.0,Environmental Report,10972.8,229.72,Ultra-long-haul,Excellent
LPE2460,Unknown Airline,,A320,JFK,LAX,,,,opensky_network,3983.01,180,0.8914945906089013,448.33,0.1126,71943.08,2025-09-03T23:21:13.411143,True,1.282,,,,10668.0,227.03,Long-haul,Good
BULLY33,Unknown Airline,,A320,ATL,LAX,,,,opensky_network,3132.49,180,0.8642569978479997,364.29,0.1163,56671.23,2025-09-03T23:21:13.411143,True,1.325,,,,3733.8,115.49,Long-haul,Good
MVK35,Unknown Airline,,A320,ATL,NRT,,,,opensky_network,11023.33,180,0.7723021386257106,1223.45,0.111,170077.15,2025-09-03T23:21:13.411143,False,1.264,,,,1082.04,40.46,Ultra-long-haul,Good
BLZR266,Unknown Airline,,A320,DEN,LAX,,,,opensky_network,1386.72,180,0.8463353605427185,176.84,0.1275,26939.87,2025-09-03T23:21:13.412150,True,1.452,,,,0.0,66.01,Medium-haul,Average
MBU6KR,Unknown Airline,,A320,JFK,SIN,,,,opensky_network,15348.46,180,0.7712825274799712,1704.52,0.1111,236639.97,2025-09-03T23:21:13.412150,False,1.265,,,,11574.78,268.2,Ultra-long-haul,Good
SKW3944,Unknown Airline,,A320,ORD,CDG,,,,opensky_network,6683.11,180,0.7998324801812343,757.07,0.1133,108995.25,2025-09-03T23:21:13.412150,False,1.29,,,,6705.6,198.59,Ultra-long-haul,Good
AUA7F,Unknown Airline,,A320,JFK,SYD,,,,opensky_network,10552.59,180,0.8407543135289044,1075.96,0.102,162831.24,2025-09-03T23:21:13.412150,False,1.162,,,,,2.57,Ultra-long-haul,Excellent
TG74,Unknown Airline,,A320,JFK,SIN,,,,opensky_network,15348.46,180,0.7702052357140605,1706.91,0.1112,236640.78,2025-09-03T23:21:13.412150,False,1.266,,,,2529.84,37.73,Ultra-long-haul,Good
LPE2228,Unknown Airline,,A320,JFK,SYD,,,,opensky_network,10552.59,180,0.8349545400693689,1083.44,0.1027,162832.17,2025-09-03T23:21:13.412150,False,1.17,,,,3680.46,176.75,Ultra-long-haul,Excellent
CXK491,Unknown Airline,,A320,ATL,SIN,,,,opensky_network,16032.92,180,0.8617529372538503,1593.48,0.0994,247173.49,2025-09-03T23:21:13.412150,False,1.132,,,,1203.96,49.98,Ultra-long-haul,Excellent
GLOCK72,Unknown Airline,,A320,ATL,LAX,,,,opensky_network,3132.49,180,0.8375165225320271,375.92,0.12,56671.06,2025-09-03T23:21:13.412150,True,1.367,,,,4747.26,206.83,Long-haul,Average
AXB697,Unknown Airline,,A320,JFK,LHR,,,,opensky_network,5554.91,180,0.8927751195110072,564.2,0.1016,90666.67,2025-09-03T23:21:13.412150,False,1.157,,,,10363.2,247.54,Ultra-long-haul,Excellent
N929DF,Unknown Airline,,A320,ATL,SYD,,,,opensky_network,10544.82,180,0.8691873973909923,1040.0,0.0986,162711.88,2025-09-03T23:21:13.413148,False,1.123,,,,922.02,72.79,Ultra-long-haul,Excellent
IGO203J,Unknown Airline,,A320,JFK,LHR,,,,opensky_network,5554.91,180,0.7862229737445803,640.66,0.1153,90666.29,2025-09-03T23:21:13.413148,False,1.313,,,,853.44,108.59,Ultra-long-haul,Good
DAL1630,Delta Air Lines,,A320,ATL,JFK,,,,opensky_network,1222.67,180,0.7373923208184378,179.71,0.147,23853.02,2025-09-03T23:21:13.413148,True,1.674,0.095,2023.0,Sustainability Report,3802.38,179.4,Medium-haul,Poor
SCU52,Unknown Airline,,A320,LAX,SYD,,,,opensky_network,8038.4,180,0.8019797830962491,859.94,0.107,124137.81,2025-09-03T23:21:13.413148,False,1.219,,,,1729.74,60.86,Ultra-long-haul,Excellent
SWA3067,Southwest Airlines,,A320,LAX,NRT,,,,opensky_network,8771.78,180,0.7864728586515797,956.63,0.1091,135425.44,2025-09-03T23:21:13.413148,False,1.243,0.093,2023.0,Environmental Report,906.78,111.02,Ultra-long-haul,Good
AIC2645,Unknown Airline,,A320,JFK,SIN,,,,opensky_network,15348.46,180,0.8241877469313118,1595.11,0.1039,236640.62,2025-09-03T23:21:13.413148,False,1.183,,,,1242.06,92.09,Ultra-long-haul,Excellent
AIC2818,Unknown Airline,,A320,JFK,SYD,,,,opensky_network,10552.59,180,0.8124321094495428,1113.47,0.1055,162831.38,2025-09-03T23:21:13.413885,False,1.202,,,,335.28,72.12,Ultra-long-haul,Excellent
N4791E,Unknown Airline,,A320,LAX,NRT,,,,opensky_network,8771.78,180,0.8630725924807205,871.73,0.0994,135425.93,2025-09-03T23:21:13.413885,False,1.132,,,,769.62,49.32,Ultra-long-haul,Excellent
ANE53LZ,Unknown Airline,,A320,JFK,FRA,,,,opensky_network,6205.25,180,0.7734780703083839,727.1,0.1172,101231.26,2025-09-03T23:21:13.413885,False,1.335,,,,3878.58,120.43,Ultra-long-haul,Good
SWA2657,Southwest Airlines,,A320,JFK,FRA,,,,opensky_network,6205.25,180,0.7706523758843341,729.77,0.1176,101231.82,2025-09-03T23:21:13.413885,False,1.339,0.093,2023.0,Environmental Report,2621.28,149.08,Ultra-long-haul,Average
RIBEY41,Unknown Airline,,A320,DEN,SYD,,,,opensky_network,8730.59,180,0.8163916218739227,917.26,0.1051,134791.81,2025-09-03T23:21:13.414362,False,1.197,,,,2712.72,190.93,Ultra-long-haul,Excellent
HAWK234,Unknown Airline,,A320,ATL,LAX,,,,opensky_network,3132.49,180,0.8436271591950423,373.2,0.1191,56671.5,2025-09-03T23:21:13.414362,True,1.356,,,,,5.14,Long-haul,Average
RPA4601,Unknown Airline,,A320,DEN,JFK,,,,opensky_network,2616.58,180,0.7582358951464213,350.49,0.1339,47835.74,2025-09-03T23:21:13.414362,True,1.525,,,,487.68,63.66,Long-haul,Average
AXB741,Unknown Airline,,A320,JFK,SYD,,,,opensky_network,10552.59,180,0.8691787963855759,1040.78,0.0986,162832.3,2025-09-03T23:21:13.414362,False,1.123,,,,3878.58,156.91,Ultra-long-haul,Excellent
VOE2HV,Unknown Airline,,A320,JFK,SYD,,,,opensky_network,10552.59,180,0.7872808911442815,1149.05,0.1089,162832.52,2025-09-03T23:21:13.414362,False,1.24,,,,11590.02,211.99,Ultra-long-haul,Good
N992AK,Unknown Airline,,A320,DEN,CDG,,,,opensky_network,7854.32,180,0.8068137549156884,881.53,0.1122,128021.5,2025-09-03T23:21:13.414362,False,1.278,,,,2994.66,94.96,Ultra-long-haul,Good
SAS4049,Unknown Airline,,A320,JFK,LHR,,,,opensky_network,5554.91,180,0.7694802053405393,654.6,0.1178,90666.31,2025-09-03T23:21:13.414362,False,1.342,,,,9144.0,176.41,Ultra-long-haul,Average
N169RR,Unknown Airline,,A320,DEN,SYD,,,,opensky_network,8730.59,180,0.8860179499675807,845.18,0.0968,134792.04,2025-09-03T23:21:13.414362,False,1.102,,,,1691.64,75.31,Ultra-long-haul,Excellent
SAS886,Unknown Airline,,A320,JFK,SYD,,,,opensky_network,10552.59,180,0.8888693672404124,1017.72,0.0964,162831.62,2025-09-03T23:21:13.414362,False,1.098,,,,5471.16,198.26,Ultra-long-haul,Excellent
XFL295,Unknown Airline,,A320,LAX,SYD,,,,opensky_network,8038.4,180,0.8963081891090611,769.44,0.0957,124137.97,2025-09-03T23:21:13.414362,False,1.09,,,,5326.38,151.05,Ultra-long-haul,Excellent
RPA4607,Unknown Airline,,A320,ORD,LAX,,,,opensky_network,2807.35,180,0.8511394996227358,334.59,0.1192,51260.9,2025-09-03T23:21:13.414362,True,1.358,,,,8328.66,222.08,Long-haul,Average
WUP657,Unknown Airline,,A320,DEN,CDG,,,,opensky_network,7854.32,180,0.8059408632469777,882.48,0.1124,128020.8,2025-09-03T23:21:13.414362,False,1.28,,,,12496.8,239.06,Ultra-long-haul,Good
LPE2482,Unknown Airline,,A320,JFK,FRA,,,,opensky_network,6205.25,180,0.8297895665068045,677.76,0.1092,101231.67,2025-09-03T23:21:13.414362,False,1.244,,,,9753.6,230.9,Ultra-long-haul,Good
DAL1891,Delta Air Lines,,A320,ORD,LAX,,,,opensky_network,2807.35,180,0.754722862440039,377.33,0.1344,51260.32,2025-09-03T23:21:13.414362,True,1.531,0.095,2023.0,Sustainability Report,10363.2,221.68,Long-haul,Average
ARE4165,Unknown Airline,,A320,JFK,SIN,,,,opensky_network,15348.46,180,0.7789866460082439,1687.67,0.11,236641.03,2025-09-03T23:21:13.414362,False,1.253,,,,2468.88,75.63,Ultra-long-haul,Good
TJT88XP,Unknown Airline,,A320,CDG,SIN,,,,opensky_network,10729.61,180,0.886803021299766,1037.16,0.0967,165556.19,2025-09-03T23:21:13.414362,False,1.101,,,,2446.02,133.36,Ultra-long-haul,Excellent
DAL470,Delta Air Lines,,A320,DEN,NRT,,,,opensky_network,9313.44,180,0.8272679713999765,965.44,0.1037,143761.97,2025-09-03T23:21:13.414362,False,1.181,0.095,2023.0,Sustainability Report,10668.0,248.95,Ultra-long-haul,Excellent
IBE0104,Unknown Airline,,A320,JFK,CDG,,,,opensky_network,5849.15,180,0.8382849763213173,632.55,0.1081,95446.29,2025-09-03T23:21:13.414362,False,1.231,,,,10668.0,261.82,Ultra-long-haul,Good
N182WD,Unknown Airline,,A320,ORD,SYD,,,,opensky_network,9669.16,180,0.7800428503623855,1062.88,0.1099,149236.55,2025-09-03T23:21:13.414362,False,1.252,,,,2270.76,68.43,Ultra-long-haul,Good
CHG1285,Unknown Airline,,A320,JFK,LAX,,,,opensky_network,3983.01,180,0.8057245007391975,496.05,0.1245,71942.33,2025-09-03T23:21:13.414362,True,1.418,,,,10668.0,256.37,Long-haul,Average
SAETTAM,Unknown Airline,,A320,JFK,NRT,,,,opensky_network,10853.32,180,0.8723260344209888,1066.5,0.0983,167460.43,2025-09-03T23:21:13.414362,False,1.12,,,,1844.04,43.01,Ultra-long-haul,Excellent
ZEUS13,Unknown Airline,,A320,ORD,FRA,,,,opensky_network,6990.1,180,0.824005184210219,768.48,0.1099,113981.67,2025-09-03T23:21:13.414362,False,1.252,,,,335.28,28.85,Ultra-long-haul,Good
VV1E263,Unknown Airline,,A320,LAX,LHR,,,,opensky_network,8781.09,180,0.7785073158395331,967.44,0.1102,135568.64,2025-09-03T23:21:13.414362,False,1.255,,,,297.18,41.43,Ultra-long-haul,Good
EWG3FH,Unknown Airline,,A320,DUS,FRA,,,,opensky_network,188.4,180,0.7033887546958765,50.79,0.2696,6430.52,2025-09-03T23:21:13.414362,True,3.07,,,,4130.04,192.12,Short-haul,Poor
EWG3J,Unknown Airline,,A320,MUC,CDG,,,,opensky_network,682.94,180,0.7127497494264103,117.34,0.1718,15054.13,2025-09-03T23:21:13.414362,False,1.957,,,,2994.66,132.28,Medium-haul,Poor
LPE2019,Unknown Airline,,A320,JFK,CDG,,,,opensky_network,5849.15,180,0.8009529545455769,662.04,0.1132,95447.32,2025-09-03T23:21:13.414362,False,1.289,,,,10668.0,229.92,Ultra-long-haul,Good
NSZ5708,Unknown Airline,,A320,JFK,SIN,,,,opensky_network,15348.46,180,0.7820677653390941,1681.02,0.1095,236640.88,2025-09-03T23:21:13.414362,False,1.247,,,,10972.8,244.48,Ultra-long-haul,Good
PGT157M,Unknown Airline,,A320,JFK,SYD,,,,opensky_network,10552.59,180,0.8081106795529489,1119.43,0.1061,162832.2,2025-09-03T23:21:13.414362,False,1.208,,,,3398.52,173.22,Ultra-long-haul,Excellent
LPE2476,Unknown Airline,,A320,JFK,SYD,,,,opensky_network,10552.59,180,0.7626456373512678,1186.16,0.1124,162831.55,2025-09-03T23:21:13.417601,False,1.28,,,,10363.2,222.24,Ultra-long-haul,Good
ARE4126,Unknown Airline,,A320,JFK,LHR,,,,opensky_network,5554.91,180,0.795013125927779,633.58,0.1141,90666.79,2025-09-03T23:21:13.417601,False,1.299,,,,4716.78,151.25,Ultra-long-haul,Good
PGT2135,Unknown Airline,,A320,JFK,NRT,,,,opensky_network,10853.32,180,0.8207195877963671,1133.56,0.1044,167460.28,2025-09-03T23:21:13.417601,False,1.189,,,,297.18,65.12,Ultra-long-haul,Excellent
JBU152,JetBlue Airways,,A320,LAX,SIN,,,,opensky_network,14113.72,180,0.8663547432783645,1395.62,0.0989,217638.36,2025-09-03T23:21:13.417601,False,1.126,0.091,2023.0,Sustainability Report,10668.0,258.87,Ultra-long-haul,Excellent
LXJ547,Unknown Airline,,A320,ORD,FRA,,,,opensky_network,6990.1,180,0.7812642436498408,810.52,0.116,113981.45,2025-09-03T23:21:13.417601,False,1.321,,,,10104.12,211.03,Ultra-long-haul,Good
EWG2V,Unknown Airline,,A320,DUS,LHR,,,,opensky_network,502.95,180,0.8670459094708982,73.78,0.1467,11514.72,2025-09-03T23:21:13.417601,False,1.671,,,,10050.78,205.98,Medium-haul,Poor
EWG66G,Unknown Airline,,A320,MUC,FRA,,,,opensky_network,299.82,180,0.7196495230329337,67.3,0.2245,8717.83,2025-09-03T23:21:13.417601,True,2.557,,,,571.5,72.81,Short-haul,Poor
EWG7KR,Unknown Airline,,A320,DUS,SIN,,,,opensky_network,10395.08,180,0.8910600797364359,1000.11,0.0962,160408.46,2025-09-03T23:21:13.418395,False,1.096,,,,5600.7,182.24,Ultra-long-haul,Excellent
EWG2545,Unknown Airline,,A320,MUC,SYD,,,,opensky_network,10039.73,180,0.7661841786675174,1123.45,0.1119,154938.53,2025-09-03T23:21:13.418395,False,1.274,,,,8001.0,207.88,Ultra-long-haul,Good
AKJ589,Unknown Airline,,A320,JFK,SIN,,,,opensky_network,15348.46,180,0.7529719571528333,1745.97,0.1138,236639.96,2025-09-03T23:21:13.418395,False,1.296,,,,8229.6,231.45,Ultra-long-haul,Good
AEE7PT,Unknown Airline,,A320,JFK,FRA,,,,opensky_network,6205.25,180,0.8911891907813324,631.07,0.1017,101232.5,2025-09-03T23:21:13.418395,False,1.158,,,,7368.54,234.71,Ultra-long-haul,Excellent
AEE3FT,Unknown Airline,,A320,JFK,LAX,,,,opensky_network,3983.01,180,0.789663294449461,506.14,0.1271,71942.43,2025-09-03T23:21:13.418395,True,1.448,,,,10660.38,237.82,Long-haul,Average
EWG78J,Unknown Airline,,A320,FRA,SIN,,,,opensky_network,10283.14,180,0.895007864621392,985.0,0.0958,158684.89,2025-09-03T23:21:13.418395,False,1.091,,,,3619.5,166.7,Ultra-long-haul,Excellent
EWG27Z,Unknown Airline,,A320,MUC,LHR,,,,opensky_network,942.88,180,0.8526470985027512,131.4,0.1394,20166.81,2025-09-03T23:21:13.418395,False,1.588,,,,11894.82,222.24,Medium-haul,Average
EWG8M,Unknown Airline,,A320,DUS,LHR,,,,opensky_network,502.95,180,0.780558348326069,81.96,0.163,11515.42,2025-09-03T23:21:13.418395,False,1.856,,,,10622.28,212.6,Medium-haul,Poor
AAL1728,American Airlines,,A320,DEN,LHR,,,,opensky_network,7517.64,180,0.8137098863045406,836.71,0.1113,122551.06,2025-09-03T23:21:13.418395,False,1.268,0.092,2023.0,ESG Report,11277.6,252.0,Ultra-long-haul,Good
WJA230,Unknown Airline,,A320,JFK,CDG,,,,opensky_network,5849.15,180,0.8599759323984715,616.6,0.1054,95447.01,2025-09-03T23:21:13.419400,False,1.2,,,,11277.6,239.84,Ultra-long-haul,Excellent
LAE2831,Unknown Airline,,A320,JFK,LHR,,,,opensky_network,5554.91,180,0.8132820545685361,619.35,0.1115,90667.12,2025-09-03T23:21:13.419400,False,1.27,,,,4251.96,148.53,Ultra-long-haul,Good
EWG2EP,Unknown Airline,,A320,DUS,LAX,,,,opensky_network,9154.98,180,0.7695540720536868,1020.23,0.1114,141321.99,2025-09-03T23:21:13.419400,False,1.269,,,,11590.02,238.79,Ultra-long-haul,Good
EWG7XC,Unknown Airline,,A320,MUC,SYD,,,,opensky_network,10039.73,180,0.7642870469975503,1126.24,0.1122,154938.72,2025-09-03T23:21:13.419400,False,1.278,,,,11277.6,233.13,Ultra-long-haul,Good
EWG34P,Unknown Airline,,A320,MUC,FRA,,,,opensky_network,299.82,180,0.8262446553049274,58.61,0.1955,8716.72,2025-09-03T23:21:13.419400,True,2.227,,,,8755.38,216.21,Short-haul,Poor
EJU87AP,Unknown Airline,,A320,JFK,CDG,,,,opensky_network,5849.15,180,0.7870174106371434,673.76,0.1152,95446.95,2025-09-03T23:21:13.419400,False,1.312,,,,2994.66,160.6,Ultra-long-haul,Good
AEE320,Unknown Airline,,A320,JFK,CDG,,,,opensky_network,5849.15,180,0.8152366554443525,650.44,0.1112,95447.26,2025-09-03T23:21:13.419400,False,1.266,,,,1905.0,135.15,Ultra-long-haul,Good
N7296Q,Unknown Airline,,A320,LAX,SIN,,,,opensky_network,14113.72,180,0.788579787770549,1533.26,0.1086,217637.61,2025-09-03T23:21:13.419400,False,1.237,,,,396.24,49.4,Ultra-long-haul,Good
AMX655,Unknown Airline,,A320,ORD,NRT,,,,opensky_network,10096.38,180,0.7780678036332744,1112.52,0.1102,155810.88,2025-09-03T23:21:13.420410,False,1.255,,,,10972.8,245.01,Ultra-long-haul,Good
EJA454,Unknown Airline,,A320,LAX,SYD,,,,opensky_network,8038.4,180,0.804340534016402,857.42,0.1067,124138.38,2025-09-03T23:21:13.420410,False,1.215,,,,12489.18,226.22,Ultra-long-haul,Excellent
EJU74CX,Unknown Airline,,A320,JFK,FRA,,,,opensky_network,6205.25,180,0.8291065852225468,678.32,0.1093,101231.92,2025-09-03T23:21:13.420410,False,1.245,,,,11277.6,238.98,Ultra-long-haul,Good
EJA432,Unknown Airline,,A320,LAX,FRA,,,,opensky_network,9343.38,180,0.7752676769942174,1033.49,0.1106,144221.65,2025-09-03T23:21:13.420410,False,1.26,,,,12496.8,237.8,Ultra-long-haul,Good
AAL992,American Airlines,,A320,ATL,SYD,,,,opensky_network,10544.82,180,0.8052432304563796,1122.59,0.1065,162712.44,2025-09-03T23:21:13.420410,False,1.213,0.092,2023.0,ESG Report,,5.14,Ultra-long-haul,Excellent
JBU1107,JetBlue Airways,,A320,JFK,NRT,,,,opensky_network,10853.32,180,0.8073418395683867,1152.34,0.1062,167459.81,2025-09-03T23:21:13.420410,False,1.209,0.091,2023.0,Sustainability Report,10972.8,188.13,Ultra-long-haul,Excellent
AEE25,Unknown Airline,,A320,JFK,SYD,,,,opensky_network,10552.59,180,0.8232103743730949,1098.89,0.1041,162831.18,2025-09-03T23:21:13.420410,False,1.186,,,,6111.24,234.98,Ultra-long-haul,Excellent
AEE2FL,Unknown Airline,,A320,JFK,SYD,,,,opensky_network,10552.59,180,0.7664285113878508,1180.31,0.1119,162832.18,2025-09-03T23:21:13.420410,False,1.274,,,,10363.2,221.8,Ultra-long-haul,Good
AEE3LG,Unknown Airline,,A320,JFK,LHR,,,,opensky_network,5554.91,180,0.777101551567285,648.18,0.1167,90666.3,2025-09-03T23:21:13.421270,False,1.329,,,,10675.62,236.79,Ultra-long-haul,Good
AEE4CA,Unknown Airline,,A320,JFK,LHR,,,,opensky_network,5554.91,180,0.8145858250488571,618.36,0.1113,90667.31,2025-09-03T23:21:13.421270,False,1.268,,,,10370.82,227.32,Ultra-long-haul,Good
N255AS,Unknown Airline,,A320,JFK,SYD,,,,opensky_network,10552.59,180,0.7916801414748564,1142.66,0.1083,162831.82,2025-09-03T23:21:13.421270,False,1.233,,,,2240.28,64.13,Ultra-long-haul,Good
AEE7CE,Unknown Airline,,A320,JFK,LAX,,,,opensky_network,3983.01,180,0.8012128282396858,498.84,0.1252,71941.86,2025-09-03T23:21:13.421270,True,1.426,,,,4899.66,218.27,Long-haul,Average
N18728,Unknown Airline,,A320,ORD,SIN,,,,opensky_network,15059.84,180,0.8782215111575431,1468.87,0.0975,232198.78,2025-09-03T23:21:13.421270,False,1.11,,,,213.36,36.0,Ultra-long-haul,Excellent
GLR8972,Unknown Airline,,A320,JFK,LAX,,,,opensky_network,3983.01,180,0.7873497623659403,507.63,0.1274,71942.82,2025-09-03T23:21:13.421270,True,1.451,,,,3604.26,131.14,Long-haul,Average
EJU81UE,Unknown Airline,,A320,JFK,FRA,,,,opensky_network,6205.25,180,0.8832440787961392,636.74,0.1026,101231.43,2025-09-03T23:21:13.421270,False,1.168,,,,5577.84,223.04,Ultra-long-haul,Excellent
XAGSC,Unknown Airline,,A320,JFK,CDG,,,,opensky_network,5849.15,180,0.8902058032353792,595.66,0.1018,95446.8,2025-09-03T23:21:13.421270,False,1.159,,,,2293.62,32.81,Ultra-long-haul,Excellent
ICE27M,Unknown Airline,,A320,JFK,SIN,,,,opensky_network,15348.46,180,0.8654934826554133,1518.98,0.099,236640.11,2025-09-03T23:21:13.421270,False,1.127,,,,4419.6,142.54,Ultra-long-haul,Excellent
ICE623,Unknown Airline,,A320,JFK,NRT,,,,opensky_network,10853.32,180,0.8178008238105499,1137.6,0.1048,167459.44,2025-09-03T23:21:13.421270,False,1.194,,,,7002.78,228.94,Ultra-long-haul,Excellent
N65Q,Unknown Airline,,A320,LAX,FRA,,,,opensky_network,9343.38,180,0.866234393553975,924.96,0.099,144221.79,2025-09-03T23:21:13.421270,False,1.127,,,,3261.36,90.55,Ultra-long-haul,Excellent
SAS80M,Unknown Airline,,A320,JFK,NRT,,,,opensky_network,10853.32,180,0.8080557053232601,1151.32,0.1061,167459.53,2025-09-03T23:21:13.421270,False,1.208,,,,11277.6,269.47,Ultra-long-haul,Excellent
AUA436W,Unknown Airline,,A320,JFK,SYD,,,,opensky_network,10552.59,180,0.8853299497714872,1021.79,0.0968,162831.83,2025-09-03T23:21:13.421270,False,1.102,,,,10972.8,250.77,Ultra-long-haul,Excellent
AUA160D,Unknown Airline,,A320,JFK,SIN,,,,opensky_network,15348.46,180,0.7527572033990786,1746.47,0.1138,236640.22,2025-09-03T23:21:13.421270,False,1.296,,,,,0.77,Ultra-long-haul,Good
NSZ5052,Unknown Airline,,A320,JFK,CDG,,,,opensky_network,5849.15,180,0.8189983265039127,647.45,0.1107,95446.88,2025-09-03T23:21:13.421270,False,1.261,,,,160.02,72.06,Ultra-long-haul,Good
DMOMO,Unknown Airline,,A320,DUS,LHR,,,,opensky_network,502.95,180,0.7447915753721225,85.89,0.1708,11514.63,2025-09-03T23:21:13.421270,False,1.945,,,,1043.94,48.38,Medium-haul,Poor
QXE2259,Unknown Airline,,A320,JFK,LHR,,,,opensky_network,5554.91,180,0.7919402848526322,636.04,0.1145,90667.03,2025-09-03T23:21:13.421270,False,1.304,,,,1889.76,139.71,Ultra-long-haul,Good
EJU47TN,Unknown Airline,,A320,JFK,LAX,,,,opensky_network,3983.01,180,0.7547734286769952,529.54,0.1329,71942.89,2025-09-03T23:21:13.421270,True,1.514,,,,11887.2,207.12,Long-haul,Average
UA2563,United Airlines,,B737,LGA,ATL,,,scheduled,synthetic,1225.1,175,0.7101839012704295,192.86,0.1574,23969.06,2025-09-03T23:21:13.448980,True,1.793,0.089,2023.0,Sustainability Report,,,Medium-haul,Poor
AA2576,Delta Air Lines,,B787,LGA,DFW,,,scheduled,synthetic,2234.88,300,0.607526918399655,220.91,0.0988,40262.63,2025-09-03T23:21:13.453080,True,1.125,0.095,2023.0,Sustainability Report,,,Long-haul,Excellent
EK9074,Southwest Airlines,,B737,JFK,ATL,,,scheduled,synthetic,1222.67,175,0.8862706988940219,154.25,0.1262,23923.77,2025-09-03T23:21:13.453080,True,1.437,0.093,2023.0,Environmental Report,,,Medium-haul,Average
BA5634,Qantas,,B738,LGA,ORD,,,scheduled,synthetic,1180.13,189,0.8404444090151492,153.99,0.1305,24460.39,2025-09-03T23:21:13.453080,True,1.486,0.089,2023.0,Climate Action Plan,,,Medium-haul,Average
EK8306,Lufthansa,,A330,EWR,DEN,,,scheduled,synthetic,2582.64,300,0.8749779232761968,268.29,0.1039,70424.35,2025-09-03T23:21:13.453080,True,1.183,0.0875,2023.0,Sustainability Report,,,Long-haul,Excellent
EK3705,Southwest Airlines,,A330,LGA,DFW,,,scheduled,synthetic,2234.88,300,0.8791541622486656,231.72,0.1037,61115.28,2025-09-03T23:21:13.453080,True,1.181,0.093,2023.0,Environmental Report,,,Long-haul,Excellent
AA5983,Lufthansa,,B738,EWR,ORD,,,scheduled,synthetic,1157.14,189,0.7259040522139795,174.95,0.1512,24002.42,2025-09-03T23:21:13.453080,True,1.722,0.0875,2023.0,Sustainability Report,,,Medium-haul,Poor
BA3394,Delta Air Lines,,A330,EWR,LAX,,,scheduled,synthetic,3949.21,300,0.66885291921018,530.15,0.1342,106377.71,2025-09-03T23:21:13.453080,True,1.528,0.095,2023.0,Sustainability Report,,,Long-haul,Average
BA3060,KLM,,E190,EWR,ATL,,,scheduled,synthetic,1199.01,100,0.8705463908294708,172.97,0.1443,15057.84,2025-09-03T23:21:13.453080,True,1.643,,,,,,Medium-haul,Poor
UA9606,Singapore Airlines,,B787,LGA,LAX,,,scheduled,synthetic,3973.93,300,0.7301308996264992,321.95,0.081,70519.69,2025-09-03T23:21:13.453080,True,0.922,0.08,2023.0,Sustainability Report,,,Long-haul,Excellent
BA7121,JAL,,B737,LGA,DEN,,,scheduled,synthetic,2606.44,175,0.7113388889849842,383.93,0.1473,47793.26,2025-09-03T23:21:13.454086,True,1.678,0.087,2023.0,Sustainability Report,,,Long-haul,Poor
BA6963,Qatar Airways,,A330,EWR,DFW,,,scheduled,synthetic,2207.82,300,0.7906624915948124,254.59,0.1153,60388.43,2025-09-03T23:21:13.454086,True,1.313,0.082,2023.0,Sustainability Report,,,Long-haul,Good
EK3176,Cathay Pacific,,B737,JFK,ATL,,,scheduled,synthetic,1222.67,175,0.8969962416780024,152.4,0.1246,23922.89,2025-09-03T23:21:13.454086,True,1.419,0.083,2023.0,Sustainability Report,,,Medium-haul,Average
UA0092,Cathay Pacific,,B737,LGA,ORD,,,scheduled,synthetic,1180.13,175,0.728642984349896,181.32,0.1536,23120.57,2025-09-03T23:21:13.454086,True,1.749,0.083,2023.0,Sustainability Report,,,Medium-haul,Poor
BA2531,Qantas,,B787,LGA,DEN,,,scheduled,synthetic,2606.44,300,0.6192281072419068,252.02,0.0967,46817.36,2025-09-03T23:21:13.454086,True,1.101,0.089,2023.0,Climate Action Plan,,,Long-haul,Excellent
LH5981,Lufthansa,,A320,EWR,ATL,,,scheduled,synthetic,1199.01,180,0.6912127387269945,188.14,0.1569,23408.06,2025-09-03T23:21:13.454086,True,1.787,0.0875,2023.0,Sustainability Report,,,Medium-haul,Poor
